risk_score,confidence,station_name,station_address,borough,yearbuilt,numfloors,total_ev_ports,charger_open_date,sprinkler_permits_count,sprinkler_last_date,fire_violations_count,facility_type,confidence_reason,bldgclass,bldgarea_sqft,lat,lon,reasons
65,high,iPark NYC 333 E 38th NYU - Tesla Destination,333 E 38th St,MN,1953,2.0,3,2015-12-14,0,none,0,PAY_GARAGE,named garage operator + garage-classified building,G1,34000.0,40.746565,-73.971591,"built 1953, pre-1968 code (+30); 3 L2 + 0 DC fast ports (+5); no sprinkler permits on record (+25); 2 floors (+5)"
65,high,Icon Parking 235 W 48th - Tesla Destination,235 W 48th St,MN,1930,4.0,4,2018-08-10,1,2001-10-26,0,PAY_GARAGE,named garage operator + garage-classified building,G1,20072.0,40.76073,-73.985995,"built 1930, pre-1968 code (+30); 4 L2 + 0 DC fast ports (+10); no sprinkler upgrade since charger install (+15); 4 floors, multi-story (+10)"
65,high,Sutton Place North Garage - Tesla Destination,420 E 54th St,MN,1949,2.0,2,2018-07-17,0,none,0,PAY_GARAGE,PLUTO garage building class,G1,65700.0,40.75552,-73.962734,"built 1949, pre-1968 code (+30); 2 L2 + 0 DC fast ports (+5); no sprinkler permits on record (+25); 2 floors (+5)"
65,medium,NYC FLEET / DEP_RED HOOK,63 Flushing Ave,BK,1920,1.0,4,,0,none,0,FLEET_STATION,fleet station in garage-classified building,G1,1320.0,40.69802,-73.974986,"built 1920, pre-1968 code (+30); 4 L2 + 0 DC fast ports (+10); no sprinkler permits on record (+25)"
65,medium,NYC FLEET / DOE_GRANDST,128 Waterbury St,BK,1931,2.0,2,,0,none,0,FLEET_STATION,fleet station in garage-classified building,G1,6000.0,40.711722,-73.937926,"built 1931, pre-1968 code (+30); 2 L2 + 0 DC fast ports (+5); no sprinkler permits on record (+25); 2 floors (+5)"
65,medium,NYC FLEET / DOE_JADAMSHS1,101-01 Rockaway Blvd,QN,1931,1.0,4,,0,none,0,FLEET_STATION,fleet station in garage-classified building,G1,3660.0,40.679639,-73.837298,"built 1931, pre-1968 code (+30); 4 L2 + 0 DC fast ports (+10); no sprinkler permits on record (+25)"
65,high,iPark NYC 246 E 45 Street - Tesla Destination,246 E 45th St,MN,1910,2.0,3,2016-05-31,0,none,0,PAY_GARAGE,named garage operator,K2,6309.0,40.751847,-73.971348,"built 1910, pre-1968 code (+30); 3 L2 + 0 DC fast ports (+5); no sprinkler permits on record (+25); 2 floors (+5)"
65,medium,1175 York Ave - 1175 York Garage,1175 York Ave,MN,1956,13.0,4,2023-02-21,3,2008-08-07,0,PARKING_GARAGE,building has garage area + multiple floors,R9,480871.0,40.761537,-73.957979,"built 1956, pre-1968 code (+30); 4 L2 + 0 DC fast ports (+10); no sprinkler upgrade since charger install (+15); 13 floors, multi-story (+10)"
65,low,NYC FLEET / DCAS_CSHLD_1_L3,6626 Metropolitan Avenue,QN,1920,2.0,2,,0,none,0,FLEET_STATION,fleet station — may be outdoor/surface lot,B2,1910.0,40.712377,-73.892143,"built 1920, pre-1968 code (+30); 2 L2 + 0 DC fast ports (+5); no sprinkler permits on record (+25); 2 floors (+5)"
65,low,NYC FLEET / DCAS_CSHLD_3_L3,66-26 Metropolitan Avenue,QN,1920,2.0,1,,0,none,0,FLEET_STATION,fleet station — may be outdoor/surface lot,B2,1910.0,40.712377,-73.892143,"built 1920, pre-1968 code (+30); 1 L2 + 0 DC fast ports (+5); no sprinkler permits on record (+25); 2 floors (+5)"
65,low,NYC FLEET / DCAS_KENTAVE1,390 Kent Ave,BK,1900,4.0,7,,1,2010-03-04,0,FLEET_STATION,fleet station — may be outdoor/surface lot,S3,6813.0,40.711246,-73.968348,"built 1900, pre-1968 code (+30); 7 L2 + 0 DC fast ports (+10); no sprinkler upgrade since charger install (+15); 4 floors, multi-story (+10)"
65,low,NYC FLEET / DCASCSTHSE_1_L3,6626 Metropolitan Ave,QN,1920,2.0,3,,0,none,0,FLEET_STATION,fleet station — may be outdoor/surface lot,B2,1910.0,40.712377,-73.892143,"built 1920, pre-1968 code (+30); 3 L2 + 0 DC fast ports (+5); no sprinkler permits on record (+25); 2 floors (+5)"
65,low,NYC FLEET / DDC_HQ-S1,3030 Thomson Ave,QN,1964,2.0,2,,0,none,0,FLEET_STATION,fleet station — may be outdoor/surface lot,E1,52196.0,40.745042,-73.936191,"built 1964, pre-1968 code (+30); 2 L2 + 0 DC fast ports (+5); no sprinkler permits on record (+25); 2 floors (+5)"
65,low,NYC FLEET / DDC_LIC-2,30-30 Thomson Ave,QN,1964,2.0,2,,0,none,0,FLEET_STATION,fleet station — may be outdoor/surface lot,E1,52196.0,40.745042,-73.936191,"built 1964, pre-1968 code (+30); 2 L2 + 0 DC fast ports (+5); no sprinkler permits on record (+25); 2 floors (+5)"
65,low,NYC FLEET / DDC_THOMSN_1_L3,30-30 Thomson Avenue,QN,1964,2.0,1,,0,none,0,FLEET_STATION,fleet station — may be outdoor/surface lot,E1,52196.0,40.745042,-73.936191,"built 1964, pre-1968 code (+30); 1 L2 + 0 DC fast ports (+5); no sprinkler permits on record (+25); 2 floors (+5)"
65,low,NYC FLEET / DEP_HNTSPT_1_L3,1270 Ryawa Ave,BX,1931,0.0,6,,0,none,0,FLEET_STATION,fleet station — may be outdoor/surface lot,Y9,50.0,40.804827,-73.884759,"built 1931, pre-1968 code (+30); 6 L2 + 0 DC fast ports (+10); no sprinkler permits on record (+25)"
65,low,NYC FLEET / DEP_Q7-2,133-25 32nd Avenue,QN,1961,1.0,9,,0,none,0,FLEET_STATION,fleet station — may be outdoor/surface lot,E9,19840.0,40.766974,-73.835301,"built 1961, pre-1968 code (+30); 9 L2 + 0 DC fast ports (+10); no sprinkler permits on record (+25)"
65,low,NYC FLEET / DEP_TALLMN_1_L3,127-01 Powell Cove Blvd,QN,1960,2.0,2,,0,none,0,FLEET_STATION,fleet station — may be outdoor/surface lot,A5,1728.0,40.793864,-73.840525,"built 1960, pre-1968 code (+30); 2 L2 + 0 DC fast ports (+5); no sprinkler permits on record (+25); 2 floors (+5)"
65,low,NYC FLEET / DEP-FMC,58-30 Grand Ave,QN,1949,2.0,2,,0,none,0,FLEET_STATION,fleet station — may be outdoor/surface lot,E1,14500.0,40.719651,-73.91119,"built 1949, pre-1968 code (+30); 2 L2 + 0 DC fast ports (+5); no sprinkler permits on record (+25); 2 floors (+5)"
65,low,NYC FLEET / DOE_18K860-#1,9517 Kings Hwy,BK,1930,2.0,1,,0,none,0,FLEET_STATION,fleet station — may be outdoor/surface lot,C3,3198.0,40.65911,-73.920368,"built 1930, pre-1968 code (+30); 1 L2 + 0 DC fast ports (+5); no sprinkler permits on record (+25); 2 floors (+5)"
65,low,NYC FLEET / DOE_Q142,142-10 Linden Blvd,QN,1955,2.0,2,,0,none,0,FLEET_STATION,fleet station — may be outdoor/surface lot,A1,2210.0,40.684142,-73.801479,"built 1955, pre-1968 code (+30); 2 L2 + 0 DC fast ports (+5); no sprinkler permits on record (+25); 2 floors (+5)"
65,low,NYC FLEET / DOE_SPRGFLDHS-1,143-10 Springfield Blvd,QN,1955,2.0,2,,0,none,0,FLEET_STATION,fleet station — may be outdoor/surface lot,A1,1140.0,40.668235,-73.756839,"built 1955, pre-1968 code (+30); 2 L2 + 0 DC fast ports (+5); no sprinkler permits on record (+25); 2 floors (+5)"
65,low,NYC FLEET / DOE_ZEREGA-1,1230 Zerega Ave,BX,1930,2.0,3,,0,none,0,FLEET_STATION,fleet station — may be outdoor/surface lot,C0,3927.0,40.833586,-73.845099,"built 1930, pre-1968 code (+30); 3 L2 + 0 DC fast ports (+5); no sprinkler permits on record (+25); 2 floors (+5)"
65,low,NYC FLEET / DOT_KENTAVE-4,352 Kent Avenue,BK,1900,5.0,4,,1,2004-12-14,0,FLEET_STATION,fleet station — may be outdoor/surface lot,D5,37028.0,40.712571,-73.967756,"built 1900, pre-1968 code (+30); 4 L2 + 0 DC fast ports (+10); no sprinkler upgrade since charger install (+15); 5 floors, multi-story (+10)"
65,high,Jerome Gun Hill Rd Municipal Garage,3010 Jerome Ave,BX,1931,1.0,8,2024-01-01,0,none,0,MUNICIPAL_GARAGE,municipal parking garage,Y9,9854.0,40.8784,-73.8948,"built 1931, pre-1968 code (+30); 8 L2 + 0 DC fast ports (+10); no sprinkler permits on record (+25)"
63,low,NYC FLEET / DEP_WS_JEROME,3327-3549 Jerome Ave,BX,1975,42.0,2,,0,none,1,FLEET_STATION,fleet station — may be outdoor/surface lot,D6,1074490.0,40.879456,-73.885016,"built 1975, pre-IBC 2003 (+15); 2 L2 + 0 DC fast ports (+5); no sprinkler permits on record (+25); 42 floors, multi-story (+10); 1 critical violation(s) (emergency/unsafe/structural) (+8)"
60,high,Quik Park 32 Debrosses LLC - Tesla Destination,32 Debrosses St,MN,1955,1.0,3,2016-03-10,0,none,0,PAY_GARAGE,named garage operator + garage-classified building,G1,3360.0,40.723617,-74.010915,"built 1955, pre-1968 code (+30); 3 L2 + 0 DC fast ports (+5); no sprinkler permits on record (+25)"
60,high,Standard Parking 200 Cadman Plaza West - Tesla Destination,75 Henry St,BK,1900,1.0,3,2018-05-24,0,none,0,PAY_GARAGE,named garage operator + garage-classified building,G1,500.0,40.698707,-73.992365,"built 1900, pre-1968 code (+30); 3 L2 + 0 DC fast ports (+5); no sprinkler permits on record (+25)"
60,high,KWEV - 139 Charles Street,139 Charles St,MN,1945,1.0,2,2025-06-10,0,none,0,PAY_GARAGE,PLUTO garage building class,G1,1972.0,40.73428,-74.00803,"built 1945, pre-1968 code (+30); 2 L2 + 0 DC fast ports (+5); no sprinkler permits on record (+25)"
60,high,Quik Park Armory Parking Inc. - Tesla Destination,172 Vanderbilt,BK,1937,1.0,2,2017-01-27,0,none,0,PAY_GARAGE,named garage operator + garage-classified building,G0,0.0,40.692635,-73.969935,"built 1937, pre-1968 code (+30); 2 L2 + 0 DC fast ports (+5); no sprinkler permits on record (+25)"
60,high,"Littleman Driggs Parking, LLC - Tesla Destination",626 Driggs Ave,BK,1920,1.0,3,2018-05-24,0,none,0,PAY_GARAGE,PLUTO garage building class,G1,660.0,40.715033,-73.958595,"built 1920, pre-1968 code (+30); 3 L2 + 0 DC fast ports (+5); no sprinkler permits on record (+25)"
60,high,Quik Park 365 Management LLC - Tesla Destination,365 Bond St,BK,1931,1.0,3,2017-01-10,0,none,0,PAY_GARAGE,named garage operator + garage-classified building,G1,889.0,40.677412,-73.990986,"built 1931, pre-1968 code (+30); 3 L2 + 0 DC fast ports (+5); no sprinkler permits on record (+25)"
60,high,imPark 101 Bedford Ave - Tesla Destination,101 Bedford Ave,BK,1920,1.0,3,2018-01-09,0,none,0,PAY_GARAGE,named garage operator + garage-classified building,G1,550.0,40.719751,-73.954866,"built 1920, pre-1968 code (+30); 3 L2 + 0 DC fast ports (+5); no sprinkler permits on record (+25)"
60,high,iPark 245 East 63rd Street - Tesla Destination,245 East 63rd St,MN,1932,4.0,3,2016-12-09,4,2010-06-18,0,PAY_GARAGE,named garage operator + garage-classified building,G1,37888.0,40.76332,-73.962938,"built 1932, pre-1968 code (+30); 3 L2 + 0 DC fast ports (+5); no sprinkler upgrade since charger install (+15); 4 floors, multi-story (+10)"
60,high,Parkit 301 E 64th - Tesla Destination,301 E 64th St,MN,1932,4.0,3,2015-11-13,4,2010-06-18,0,PAY_GARAGE,named garage operator + garage-classified building,G1,37888.0,40.763488,-73.961323,"built 1932, pre-1968 code (+30); 3 L2 + 0 DC fast ports (+5); no sprinkler upgrade since charger install (+15); 4 floors, multi-story (+10)"
60,high,Icon Parking 279 East 65th Street - Tesla Destination,279 E 65th St,MN,1932,4.0,3,2018-02-28,4,2010-06-18,0,PAY_GARAGE,named garage operator + garage-classified building,G1,37888.0,40.764552,-73.962034,"built 1932, pre-1968 code (+30); 3 L2 + 0 DC fast ports (+5); no sprinkler upgrade since charger install (+15); 4 floors, multi-story (+10)"
60,medium,NYC FLEET / DEP_BKWATER-S1,22 N 15th St,BK,1931,1.0,1,,0,none,0,FLEET_STATION,fleet station in garage-classified building,G1,35210.0,40.724694,-73.956901,"built 1931, pre-1968 code (+30); 1 L2 + 0 DC fast ports (+5); no sprinkler permits on record (+25)"
60,medium,NYC FLEET / DEP_CLOVEPUMP,1270 Victory Blvd,SI,1950,1.0,2,,0,none,0,FLEET_STATION,fleet station in garage-classified building,G0,0.0,40.615436,-74.105751,"built 1950, pre-1968 code (+30); 2 L2 + 0 DC fast ports (+5); no sprinkler permits on record (+25)"
60,medium,NYC FLEET / DEP_LFRK_66+67,59-17 Junction Blvd,QN,1968,2.0,18,,0,none,0,FLEET_STATION,fleet station in garage-classified building,G1,135492.0,40.734606,-73.864774,"built 1968, pre-IBC 2003 (+15); 18 L2 + 0 DC fast ports, moderate density (+15); no sprinkler permits on record (+25); 2 floors (+5)"
60,medium,NYC FLEET / DOC_QNSCOURT,125-01 82Nd Ave,QN,1950,1.0,2,,0,none,0,FLEET_STATION,fleet station in garage-classified building,G0,0.0,40.710935,-73.831627,"built 1950, pre-1968 code (+30); 2 L2 + 0 DC fast ports (+5); no sprinkler permits on record (+25)"
60,medium,NYC FLEET / DOE_BXPS14#1,3047 Bruckner Blvd,BX,1950,1.0,2,,0,none,0,FLEET_STATION,fleet station in garage-classified building,G0,0.0,40.83587,-73.825774,"built 1950, pre-1968 code (+30); 2 L2 + 0 DC fast ports (+5); no sprinkler permits on record (+25)"
60,medium,NYC FLEET / DOE_JFKHS#1,99 Terrace View Avenue,MN,1920,1.0,2,,0,none,0,FLEET_STATION,fleet station in garage-classified building,G0,0.0,40.877105,-73.912256,"built 1920, pre-1968 code (+30); 2 L2 + 0 DC fast ports (+5); no sprinkler permits on record (+25)"
60,medium,NYC FLEET / DOE_JFKHS#2,99 Terrace View Ave,MN,1920,1.0,2,,0,none,0,FLEET_STATION,fleet station in garage-classified building,G0,0.0,40.877105,-73.912256,"built 1920, pre-1968 code (+30); 2 L2 + 0 DC fast ports (+5); no sprinkler permits on record (+25)"
60,medium,NYC FLEET / DOE_MTWAIN-1,2401 Neptune Ave,BK,1932,1.0,3,,0,none,0,FLEET_STATION,fleet station in garage-classified building,G1,16000.0,40.578188,-73.99203,"built 1932, pre-1968 code (+30); 3 L2 + 0 DC fast ports (+5); no sprinkler permits on record (+25)"
60,medium,NYC FLEET / DOE_SBCHS-1,173 Conover St,BK,1931,1.0,1,,0,none,0,FLEET_STATION,fleet station in garage-classified building,G1,3000.0,40.677969,-74.014363,"built 1931, pre-1968 code (+30); 1 L2 + 0 DC fast ports (+5); no sprinkler permits on record (+25)"
60,medium,NYC FLEET / DOEVERNONBLVD-1,5-40 44Th Dr,QN,1931,1.0,1,,0,none,0,FLEET_STATION,fleet station in garage-classified building,G1,20000.0,40.749341,-73.954023,"built 1931, pre-1968 code (+30); 1 L2 + 0 DC fast ports (+5); no sprinkler permits on record (+25)"
60,medium,NYC FLEET / DOEVERNONBLVD-4,44-36 Vernon Boulevard,QN,1931,1.0,2,,0,none,0,FLEET_STATION,fleet station in garage-classified building,G1,20000.0,40.749384,-73.952233,"built 1931, pre-1968 code (+30); 2 L2 + 0 DC fast ports (+5); no sprinkler permits on record (+25)"
60,medium,NYC FLEET / DOT_CNNRYD_1_L3,3200 Conner St,BX,1960,1.0,1,,0,none,0,FLEET_STATION,fleet station in garage-classified building,G1,2700.0,40.880471,-73.821784,"built 1960, pre-1968 code (+30); 1 L2 + 0 DC fast ports (+5); no sprinkler permits on record (+25)"
60,low,170 Park Row,170 Park Row,MN,1974,13.0,4,2020-04-15,0,none,0,PARKING_GARAGE,no strong evidence charger is inside a structure,Y3,217366.0,40.713246,-74.001,"built 1974, pre-IBC 2003 (+15); 4 L2 + 0 DC fast ports (+10); no sprinkler permits on record (+25); 13 floors, multi-story (+10)"
60,medium,City Parking RL Mercer Street - Tesla Destination,40 Mercer St,MN,1868,5.0,3,2017-06-16,1,2007-09-05,0,PAY_GARAGE,name mentions garage/parking,S5,11500.0,40.721437,-74.001238,"built 1868, pre-1968 code (+30); 3 L2 + 0 DC fast ports (+5); no sprinkler upgrade since charger install (+15); 5 floors, multi-story (+10)"
60,high,Parkright 169 Ludlow Street - Tesla Destination,169 Ludlow St,MN,1900,1.0,3,2018-05-24,0,none,0,PAY_GARAGE,named garage operator,K1,6310.0,40.721713,-73.987533,"built 1900, pre-1968 code (+30); 3 L2 + 0 DC fast ports (+5); no sprinkler permits on record (+25)"
60,high,Icon Parking 51 W 22nd - Tesla Destination,51 W 22nd St,MN,1851,5.0,3,2016-01-21,1,2012-12-14,0,PAY_GARAGE,named garage operator,R1,6225.0,40.742059,-73.992694,"built 1851, pre-1968 code (+30); 3 L2 + 0 DC fast ports (+5); no sprinkler upgrade since charger install (+15); 5 floors, multi-story (+10)"
60,medium,Revel - Bedford-Stuyvesant,467 Marcy Ave,BK,2007,7.0,25,2024-10-08,0,none,0,PARKING_GARAGE,building has garage area + multiple floors,RM,47197.0,40.69962,-73.94991,"built 2007, modern code (+5); 0 L2 + 25 DC fast ports, high density (+20); no sprinkler permits on record (+25); 7 floors, multi-story (+10)"
60,high,Icon Parking Sutton 53 - Tesla Destination,417 E 53rd St,MN,1910,5.0,3,2018-01-09,2,2017-02-28,0,PAY_GARAGE,named garage operator,S5,7874.0,40.755363,-73.963841,"built 1910, pre-1968 code (+30); 3 L2 + 0 DC fast ports (+5); no sprinkler upgrade since charger install (+15); 5 floors, multi-story (+10)"
60,high,Icon Parking 205 E 63rd St - Tesla Destination,205 E 63rd St,MN,1963,20.0,2,2016-10-20,3,2002-12-19,0,PAY_GARAGE,named garage operator,D4,158500.0,40.763981,-73.964368,"built 1963, pre-1968 code (+30); 2 L2 + 0 DC fast ports (+5); no sprinkler upgrade since charger install (+15); 20 floors, multi-story (+10)"
60,medium,NYC FLEET / DDC_LIC-S1,30-20 Thomson Ave,QN,1958,1.0,2,,0,none,0,FLEET_STATION,fleet station in garage-classified building,G8,1382.0,40.745095,-73.936635,"built 1958, pre-1968 code (+30); 2 L2 + 0 DC fast ports (+5); no sprinkler permits on record (+25)"
60,low,NYC FLEET / DEP_ CONEY ISLA,2501 Knapp St,BK,1930,1.0,2,,0,none,0,FLEET_STATION,fleet station — may be outdoor/surface lot,Y9,825.0,40.592214,-73.932546,"built 1930, pre-1968 code (+30); 2 L2 + 0 DC fast ports (+5); no sprinkler permits on record (+25)"
60,low,NYC FLEET / DEP_3701JEROME2,3701 Jerome Ave,BX,1925,2.0,7,,1,1999-03-01,0,FLEET_STATION,fleet station — may be outdoor/surface lot,K4,4000.0,40.887018,-73.878095,"built 1925, pre-1968 code (+30); 7 L2 + 0 DC fast ports (+10); no sprinkler upgrade since charger install (+15); 2 floors (+5)"
60,low,NYC FLEET / DEP_NEWTOWNC-S1,267 Greenpoint Ave,BK,1931,1.0,2,,0,none,0,FLEET_STATION,fleet station — may be outdoor/surface lot,K1,1500.0,40.730718,-73.948891,"built 1931, pre-1968 code (+30); 2 L2 + 0 DC fast ports (+5); no sprinkler permits on record (+25)"
60,medium,NYC FLEET / DEP_PRTRCH_1_L3,1801 Richmond Terr,SI,1930,1.0,2,,0,none,0,FLEET_STATION,fleet station in garage-classified building,G9,408.0,40.637232,-74.125556,"built 1930, pre-1968 code (+30); 2 L2 + 0 DC fast ports (+5); no sprinkler permits on record (+25)"
60,medium,NYC FLEET / DEP_PRTRCH_3_L3,1801 Richmond Terrace,SI,1930,1.0,3,,0,none,0,FLEET_STATION,fleet station in garage-classified building,G9,408.0,40.637232,-74.125556,"built 1930, pre-1968 code (+30); 3 L2 + 0 DC fast ports (+5); no sprinkler permits on record (+25)"
60,low,NYC FLEET / DEP_Q7-1,133-25 32nd Ave,QN,1961,1.0,2,,0,none,0,FLEET_STATION,fleet station — may be outdoor/surface lot,E9,19840.0,40.766974,-73.835301,"built 1961, pre-1968 code (+30); 2 L2 + 0 DC fast ports (+5); no sprinkler permits on record (+25)"
60,low,NYC FLEET / DEP_WTNEWTOWN-1,289-369 Greenpoint Ave,BK,1931,1.0,1,,0,none,0,FLEET_STATION,fleet station — may be outdoor/surface lot,F5,2000.0,40.730973,-73.947675,"built 1931, pre-1968 code (+30); 1 L2 + 0 DC fast ports (+5); no sprinkler permits on record (+25)"
60,low,NYC FLEET / DEPCNY_ISL_1_L3,2509 Knapp St,BK,1930,1.0,1,,0,none,0,FLEET_STATION,fleet station — may be outdoor/surface lot,Y9,825.0,40.592085,-73.932521,"built 1930, pre-1968 code (+30); 1 L2 + 0 DC fast ports (+5); no sprinkler permits on record (+25)"
60,low,NYC FLEET / DEPNEWTOWNCRK01,319 Greenpoint Ave,BK,0,0.0,11,,0,none,0,FLEET_STATION,fleet station — may be outdoor/surface lot,Z9,0.0,40.731272,-73.946848,"unknown construction date (+20); 11 L2 + 0 DC fast ports, moderate density (+15); no sprinkler permits on record (+25)"
60,low,NYC FLEET / DOE_715OCNTER#1,715 Ocean Terrace,SI,1960,1.0,2,,0,none,0,FLEET_STATION,fleet station — may be outdoor/surface lot,A2,1440.0,40.608756,-74.102344,"built 1960, pre-1968 code (+30); 2 L2 + 0 DC fast ports (+5); no sprinkler permits on record (+25)"
60,low,NYC FLEET / DOT_BAT-#1,140 58th St,BK,1927,1.0,1,,0,none,0,FLEET_STATION,fleet station — may be outdoor/surface lot,E9,13200.0,40.645338,-74.022864,"built 1927, pre-1968 code (+30); 1 L2 + 0 DC fast ports (+5); no sprinkler permits on record (+25)"
60,low,NYC FLEET / DOT_BKDEPOT-1,140 58th Street,BK,1927,1.0,2,,0,none,0,FLEET_STATION,fleet station — may be outdoor/surface lot,E9,13200.0,40.645338,-74.022864,"built 1927, pre-1968 code (+30); 2 L2 + 0 DC fast ports (+5); no sprinkler permits on record (+25)"
60,low,NYC FLEET / DOT_KENTAVE-1,372 Kent Ave,BK,1900,4.0,3,,1,2010-03-04,0,FLEET_STATION,fleet station — may be outdoor/surface lot,S3,6813.0,40.711965,-73.968027,"built 1900, pre-1968 code (+30); 3 L2 + 0 DC fast ports (+5); no sprinkler upgrade since charger install (+15); 4 floors, multi-story (+10)"
58,low,NYC FLEET / DEP_NEWTOWN CRE,329 Greenpoint Ave,BK,0,0.0,2,,0,none,1,FLEET_STATION,fleet station — may be outdoor/surface lot,G7,0.0,40.731483,-73.946271,unknown construction date (+20); 2 L2 + 0 DC fast ports (+5); no sprinkler permits on record (+25); 1 critical violation(s) (emergency/unsafe/structural) (+8)
55,medium,NYC FLEET / DEP_LFRK113+114,58-17 Junction Blvd,QN,1968,2.0,6,,0,none,0,FLEET_STATION,fleet station in garage-classified building,G1,135492.0,40.735229,-73.865098,"built 1968, pre-IBC 2003 (+15); 6 L2 + 0 DC fast ports (+10); no sprinkler permits on record (+25); 2 floors (+5)"
55,medium,NYC FLEET / DHS_FARRAGUT-1,10107 Farragut Rd,BK,0,0.0,7,,0,none,0,FLEET_STATION,fleet station in garage-classified building,G0,0.0,40.648081,-73.901772,unknown construction date (+20); 7 L2 + 0 DC fast ports (+10); no sprinkler permits on record (+25)
55,medium,StuyTown 420 E 20 - Garage 1,420 E 20th St,MN,1947,15.0,19,2022-06-14,27,2024-08-16,0,PARKING_GARAGE,name mentions garage/parking,D6,3122165.0,40.7338,-73.9769,"built 1947, pre-1968 code (+30); 19 L2 + 0 DC fast ports, moderate density (+15); sprinkler work after charger install (+0); 15 floors, multi-story (+10)"
55,high,Quik Park West 23rd Street Garage LLC - Tesla Destination,423-431 W 23rd St,MN,1985,11.0,3,2015-05-21,0,none,0,PAY_GARAGE,named garage operator,RM,38168.0,40.746847,-74.001816,"built 1985, pre-IBC 2003 (+15); 3 L2 + 0 DC fast ports (+5); no sprinkler permits on record (+25); 11 floors, multi-story (+10)"
55,high,Champion Parking 230 W 55th Street - Tesla Destination,230 W 55th St,MN,1979,31.0,3,2015-06-22,0,none,0,PAY_GARAGE,named garage operator + garage-classified building,RM,233098.0,40.764748,-73.982676,"built 1979, pre-IBC 2003 (+15); 3 L2 + 0 DC fast ports (+5); no sprinkler permits on record (+25); 31 floors, multi-story (+10)"
55,medium,265 E 66th St - Garage,265 E 66th St,MN,1956,16.0,12,2022-04-19,2,2025-04-11,0,PARKING_GARAGE,building has garage area + multiple floors,RM,208802.0,40.76536,-73.96128,"built 1956, pre-1968 code (+30); 12 L2 + 0 DC fast ports, moderate density (+15); sprinkler work after charger install (+0); 16 floors, multi-story (+10)"
55,high,GGMC Parking 10 W 66th St Garage - Tesla Destination,10 W 66th St,MN,1986,26.0,2,2015-08-21,0,none,0,PAY_GARAGE,named garage operator,RM,55339.0,40.772742,-73.979503,"built 1986, pre-IBC 2003 (+15); 2 L2 + 0 DC fast ports (+5); no sprinkler permits on record (+25); 26 floors, multi-story (+10)"
55,low,NYC FLEET / DEP_7WARDSI-S3,116 K Rd,MN,0,0.0,4,,0,none,0,FLEET_STATION,fleet station — may be outdoor/surface lot,V1,0.0,40.791469,-73.921474,unknown construction date (+20); 4 L2 + 0 DC fast ports (+10); no sprinkler permits on record (+25)
55,low,NYC FLEET / DEP_BKSEWR_1_L3,855 Remsen Ave,BK,0,0.0,4,,0,none,0,FLEET_STATION,fleet station — may be outdoor/surface lot,U7,0.0,40.646913,-73.913395,unknown construction date (+20); 4 L2 + 0 DC fast ports (+10); no sprinkler permits on record (+25)
55,low,NYC FLEET / DEP_OWLS HE,6700 Shore Rd,BK,0,0.0,6,,0,none,0,FLEET_STATION,fleet station — may be outdoor/surface lot,U0,0.0,40.6418,-74.034055,unknown construction date (+20); 6 L2 + 0 DC fast ports (+10); no sprinkler permits on record (+25)
55,low,NYC FLEET / DEP_OWLSHD_3_L3,6700 Shore Road,BK,0,0.0,4,,0,none,0,FLEET_STATION,fleet station — may be outdoor/surface lot,U0,0.0,40.6418,-74.034055,unknown construction date (+20); 4 L2 + 0 DC fast ports (+10); no sprinkler permits on record (+25)
55,low,NYC FLEET / DEP_QNSREPAIR01,106-36 180Th St,QN,2003,2.0,8,,0,none,0,FLEET_STATION,fleet station — may be outdoor/surface lot,B2,3200.0,40.703128,-73.77772,"built 2003, pre-IBC 2003 (+15); 8 L2 + 0 DC fast ports (+10); no sprinkler permits on record (+25); 2 floors (+5)"
55,low,NYC FLEET / DEP_QNSRPR_1_L3,106-36 180th St,QN,2003,2.0,4,,0,none,0,FLEET_STATION,fleet station — may be outdoor/surface lot,B2,3200.0,40.703128,-73.77772,"built 2003, pre-IBC 2003 (+15); 4 L2 + 0 DC fast ports (+10); no sprinkler permits on record (+25); 2 floors (+5)"
55,low,NYC FLEET / DEPOAKWWTP_3_L3,751 Mill Rd,SI,0,0.0,6,,0,none,0,FLEET_STATION,fleet station — may be outdoor/surface lot,V0,0.0,40.552071,-74.116133,unknown construction date (+20); 6 L2 + 0 DC fast ports (+10); no sprinkler permits on record (+25)
55,low,NYC FLEET / DOF_STARR_1_L3,3010 Starr Ave,QN,1955,2.0,2,,1,2004-05-24,0,FLEET_STATION,fleet station — may be outdoor/surface lot,E9,171278.0,40.737775,-73.938082,"built 1955, pre-1968 code (+30); 2 L2 + 0 DC fast ports (+5); no sprinkler upgrade since charger install (+15); 2 floors (+5)"
55,low,NYC FLEET / DOT_206TH_YRD-1,300 West 206th Street,MN,1955,1.0,5,,2,2005-08-30,0,FLEET_STATION,fleet station — may be outdoor/surface lot,Y8,22212.0,40.862564,-73.916487,"built 1955, pre-1968 code (+30); 5 L2 + 0 DC fast ports (+10); no sprinkler upgrade since charger install (+15)"
55,high,Court Square Municipal Garage,45-40 Court Square,QN,2019,6.0,10,2024-01-01,0,none,0,MUNICIPAL_GARAGE,municipal parking garage,RM,18966.0,40.7474,-73.9452,"built 2019, modern code (+5); 10 L2 + 0 DC fast ports, moderate density (+15); no sprinkler permits on record (+25); 6 floors, multi-story (+10)"
